filename,year,region,province,total,unique_names,m,f,lower_threshold,upper_threshold,is_low_outlier,is_high_outlier
palmares-2022-equateur-2-46.txt,2022,equateur-2-46,equateur,3701,3701,2502,1199,-11453.0,31227.0,false,false
palmares-2011-junacyc.txt,2011,junacyc,autre,3700,3684,2511,1189,-11453.0,31227.0,false,false
palmares-2021-lualaba-2.txt,2021,lualaba-2,katanga,3666,3663,2654,1012,-11453.0,31227.0,false,false
palmares-2021-equateur-2.txt,2021,equateur-2,equateur,3645,3645,2508,1137,-11453.0,31227.0,false,false
palmares-2008-maniema.txt,2008,maniema,maniema,3590,3559,2968,622,-11453.0,31227.0,false,false
palmares-2021-tanganyika-1.txt,2021,tanganyika-1,katanga,3556,3553,2258,1298,-11453.0,31227.0,false,false
palmares-2023-haut-uele-1-53.txt,2023,haut-uele-1-53,orientale,3553,3551,1881,1672,-11453.0,31227.0,false,false
palmares-2018-tshuapa.txt,2018,tshuapa,equateur,3517,3517,2394,1123,-11453.0,31227.0,false,false
palmares-2013-bas-congo-2-22.txt,2013,bas-congo-2-22,bas-congo,3511,3510,2745,766,-11453.0,31227.0,false,false
palmares-2013-equateur-4-44.txt,2013,equateur-4-44,equateur,3494,3493,3010,484,-11453.0,31227.0,false,false
palmares-2022-haut-katanga-2-76.txt,2022,haut-katanga-2-76,katanga,3490,3487,2370,1120,-11453.0,31227.0,false,false
palmares-2017-definitif-haut-uele-53.txt,2017,definitif-haut-uele-53,orientale,3475,3475,2119,1356,-11453.0,31227.0,false,false
palmares-2021-nord-ubangi-1.txt,2021,nord-ubangi-1,equateur,3462,3462,2448,1014,-11453.0,31227.0,false,false
palmares-2013-katanga-4-74.txt,2013,katanga-4-74,katanga,3450,3449,2538,912,-11453.0,31227.0,false,false
palmares-2021-haut-katanga-2.txt,2021,haut-katanga-2,katanga,3414,3413,2308,1106,-11453.0,31227.0,false,false
palmares-2023-haut-katanga-2-76.txt,2023,haut-katanga-2-76,katanga,3414,3383,2275,1139,-11453.0,31227.0,false,false
palmares-2022-lualaba-2-code-78.txt,2022,lualaba-2-code-78,katanga,3406,3405,2448,958,-11453.0,31227.0,false,false
palmares-2022-sankuru-1-code-92.txt,2022,sankuru-1-code-92,kasai-oriental,3399,3395,2231,1168,-11453.0,31227.0,false,false
palmares-2023-ituri-2-56.txt,2023,ituri-2-56,orientale,3398,3395,1754,1644,-11453.0,31227.0,false,false
palmares-2016-nord-ubangi-45.txt,2016,nord-ubangi-45,equateur,3379,3379,2547,832,-11453.0,31227.0,false,false
palmares-2019-lualaba-2-78.txt,2019,lualaba-2-78,katanga,3371,3369,2500,871,-11453.0,31227.0,false,false
palmares-2021-sankuru-2.txt,2021,sankuru-2,kasai-oriental,3288,3284,2181,1107,-11453.0,31227.0,false,false
palmares-2016-tshuapa-43.txt,2016,tshuapa-43,equateur,3206,3204,2196,1010,-11453.0,31227.0,false,false
palmares-2023-bas-uele-54.txt,2023,bas-uele-54,orientale,3183,3180,1996,1187,-11453.0,31227.0,false,false
palmares-2019-sud-ubangi-2-47-s.txt,2019,sud-ubangi-2-47-s,equateur,3168,3168,2335,833,-11453.0,31227.0,false,false
palmares-2022-tshuapa-1-code-43.txt,2022,tshuapa-1-code-43,equateur,3166,3164,2045,1121,-11453.0,31227.0,false,false
palmares-2021-tshuapa-2.txt,2021,tshuapa-2,equateur,3131,3128,2127,1004,-11453.0,31227.0,false,false
palmares-2010-equateur-3-43.txt,2010,equateur-3-43,equateur,3128,3126,2589,539,-11453.0,31227.0,false,false
palmares-2016-haut-uele-53.txt,2016,haut-uele-53,orientale,3082,3082,1983,1099,-11453.0,31227.0,false,false
palmares-2019-haut-katanga-2-76.txt,2019,haut-katanga-2-76,katanga,3013,3010,2111,902,-11453.0,31227.0,false,false
palmares-2015-equateur-5-45.txt,2015,equateur-5-45,equateur,3002,3002,2320,682,-11453.0,31227.0,false,false
palmares-2017-definitif-tshuapa-43.txt,2017,definitif-tshuapa-43,equateur,2991,2990,1970,1021,-11453.0,31227.0,false,false
palmares-2010-katanga-4-74.txt,2010,katanga-4-74,katanga,2982,2982,2103,879,-11453.0,31227.0,false,false
palmares-2022-nord-ubangi-1-code-45.txt,2022,nord-ubangi-1-code-45,equateur,2922,2922,1899,1023,-11453.0,31227.0,false,false
palmares-2019-equateur-2-46.txt,2019,equateur-2-46,equateur,2914,2914,1962,952,-11453.0,31227.0,false,false
palmares-2023-kwango-1-33.txt,2023,kwango-1-33,bandundu,2913,2912,2010,903,-11453.0,31227.0,false,false
palmares-2023-mongala-2-49.txt,2023,mongala-2-49,equateur,2913,2912,2010,903,-11453.0,31227.0,false,false
palmares-2010-equateur-2-42.txt,2010,equateur-2-42,equateur,2811,2811,2246,565,-11453.0,31227.0,false,false
palmares-2023-ituri-3-57.txt,2023,ituri-3-57,orientale,2757,2674,1849,908,-11453.0,31227.0,false,false
palmares-2022-mongala-2-code-49.txt,2022,mongala-2-code-49,equateur,2756,2754,1807,949,-11453.0,31227.0,false,false
palmares-2023-nord-ubangi-1-45.txt,2023,nord-ubangi-1-45,equateur,2691,2691,1780,911,-11453.0,31227.0,false,false
palmares-2022-tshuapa-2-code-48.txt,2022,tshuapa-2-code-48,equateur,2632,2631,1741,891,-11453.0,31227.0,false,false
palmares-2015-province-orientale-3-53.txt,2015,province-orientale-3-53,orientale,2621,2621,1722,899,-11453.0,31227.0,false,false
palmares-2019-sud-kivu-3-67.txt,2019,sud-kivu-3-67,sud-kivu,2609,2597,1963,646,-11453.0,31227.0,false,false
palmares-2023-kasai-oriental-2-94.txt,2023,kasai-oriental-2-94,kasai-oriental,2595,2576,2041,554,-11453.0,31227.0,false,false
palmares-2013-equateur-3-43.txt,2013,equateur-3-43,equateur,2581,2581,1947,634,-11453.0,31227.0,false,false
palmares-2015-equateur-3-43.txt,2015,equateur-3-43,equateur,2574,2574,1848,726,-11453.0,31227.0,false,false
palmares-2022-bas-uele-54.txt,2022,bas-uele-54,orientale,2568,2567,1612,956,-11453.0,31227.0,false,false
palmares-2023-haut-uele-2-58.txt,2023,haut-uele-2-58,orientale,2553,2551,1443,1110,-11453.0,31227.0,false,false
palmares-2022-mongala-1-code-44.txt,2022,mongala-1-code-44,equateur,2541,2541,1838,703,-11453.0,31227.0,false,false
palmares-2023-nord-ubangi-2-40.txt,2023,nord-ubangi-2-40,equateur,2427,2424,1641,786,-11453.0,31227.0,false,false
palmares-2013-equateur-5-45.txt,2013,equateur-5-45,equateur,2314,2313,1835,479,-11453.0,31227.0,false,false
palmares-2022-sud-kivu-3-code-67.txt,2022,sud-kivu-3-code-67,sud-kivu,2310,2301,1659,651,-11453.0,31227.0,false,false
palmares-2021-ituri-2.txt,2021,ituri-2,orientale,2303,2303,1265,1038,-11453.0,31227.0,false,false
palmares-2021-sud-kivu-3.txt,2021,sud-kivu-3,sud-kivu,2208,2201,1641,567,-11453.0,31227.0,false,false
palmares-2010-equateur-5-45.txt,2010,equateur-5-45,equateur,2197,2197,1807,390,-11453.0,31227.0,false,false
palmares-2021-haut-uele-1.txt,2021,haut-uele-1,orientale,2136,2136,1179,957,-11453.0,31227.0,false,false
palmares-2013-province-orientale-3-53.txt,2013,province-orientale-3-53,orientale,2117,2117,1422,695,-11453.0,31227.0,false,false
palmares-2010-province-orientale-3-53.txt,2010,province-orientale-3-53,orientale,2009,2008,1322,687,-11453.0,31227.0,false,false
palmares-2019-bas-uele-54.txt,2019,bas-uele-54,orientale,1875,1875,1255,620,-11453.0,31227.0,false,false
palmares-2017-definitif-bas-uele-54.txt,2017,definitif-bas-uele-54,orientale,1857,1856,1239,618,-11453.0,31227.0,false,false
palmares-2022-ituri-2-56.txt,2022,ituri-2-56,orientale,1787,1787,1159,628,-11453.0,31227.0,false,false
palmares-2021-bas-uele.txt,2021,bas-uele,orientale,1781,1780,1076,705,-11453.0,31227.0,false,false
palmares-2018-bas-uele.txt,2018,bas-uele,orientale,1731,1731,1249,482,-11453.0,31227.0,false,false
palmares-2022-kasai-oriental-2-code-94.txt,2022,kasai-oriental-2-code-94,kasai-oriental,1646,1646,1293,353,-11453.0,31227.0,false,false
palmares-2022-haut-uele-1-53.txt,2022,haut-uele-1-53,orientale,1526,1526,954,572,-11453.0,31227.0,false,false
palmares-2021-ituri-3.txt,2021,ituri-3,orientale,1497,1496,965,532,-11453.0,31227.0,false,false
palmares-2021-kasai-oriental-2.txt,2021,kasai-oriental-2,kasai-oriental,1481,1480,1217,264,-11453.0,31227.0,false,false
palmares-2016-bas-uele-54.txt,2016,bas-uele-54,orientale,1368,1368,993,375,-11453.0,31227.0,false,false
palmares-2015-province-orientale-4-54.txt,2015,province-orientale-4-54,orientale,1285,1285,886,399,-11453.0,31227.0,false,false
palmares-2022-haut-uele-2-58.txt,2022,haut-uele-2-58,orientale,1193,1193,670,523,-11453.0,31227.0,false,false
palmares-2021-haut-uele-2.txt,2021,haut-uele-2,orientale,1132,1132,609,523,-11453.0,31227.0,false,false
palmares-2021-mongala-2.txt,2021,mongala-2,equateur,1121,1121,806,315,-11453.0,31227.0,false,false
palmares-2022-ituri-3-57.txt,2022,ituri-3-57,orientale,1118,1118,866,252,-11453.0,31227.0,false,false
palmares-2022-nord-ubangi-2-code-40.txt,2022,nord-ubangi-2-code-40,equateur,1016,1016,645,371,-11453.0,31227.0,false,false
palmares-2013-province-orientale-4-54.txt,2013,province-orientale-4-54,orientale,602,602,463,139,-11453.0,31227.0,false,false
palmares-2011-hf.txt,2011,hf,autre,601,600,428,173,-11453.0,31227.0,false,false
palmares-2020-hf-ss.txt,2020,hf-ss,autre,455,453,215,240,-11453.0,31227.0,false,false
palmares-2019-hf.txt,2019,hf,autre,414,414,176,238,-11453.0,31227.0,false,false
palmares-2021-mai-ndombe-2.txt,2021,mai-ndombe-2,bandundu,409,409,362,47,-11453.0,31227.0,false,false
palmares-2018-hors-frontiere.txt,2018,hors-frontiere,autre,390,390,168,222,-11453.0,31227.0,false,false
palmares-2022-hors-frontiere-01.txt,2022,hors-frontiere-01,autre,331,331,153,178,-11453.0,31227.0,false,false
palmares-2016-hf.txt,2016,hf,autre,298,298,148,150,-11453.0,31227.0,false,false
palmares-2017-definitif-hors-frontiere-0x.txt,2017,definitif-hors-frontiere-0x,autre,283,283,125,158,-11453.0,31227.0,false,false
palmares-2012-hors-frontiere.txt,2012,hors-frontiere,autre,267,267,140,127,-11453.0,31227.0,false,false
palmares-2013-hors-frontiere-01.txt,2013,hors-frontiere-01,autre,229,229,94,135,-11453.0,31227.0,false,false
palmares-2010-hors-frontieres-01.txt,2010,hors-frontieres-01,autre,158,158,74,84,-11453.0,31227.0,false,false
palmares-2012-recours.txt,2012,recours,autre,122,122,70,52,-11453.0,31227.0,false,false
palmares-2009-hors-frontieres.txt,2009,hors-frontieres,autre,103,103,50,53,-11453.0,31227.0,false,false
palmares-2008-hors-frontier.txt,2008,hors-frontier,autre,94,94,42,52,-11453.0,31227.0,false,false
palmares-2020-junacyc-lualaba-corrige-919.txt,2020,junacyc-lualaba-corrige-919,katanga,55,55,55,0,-11453.0,31227.0,false,false
palmares-2020-lualaba-corrige-922a.txt,2020,lualaba-corrige-922a,katanga,23,23,16,7,-11453.0,31227.0,false,false
