total_rows,unique_names_exact,unique_names_normalized,unique_regions,unique_provinces,unique_years,unique_files,simple,complex,simple_ratio,complex_ratio
8053983,6371942,6370888,303,12,16,469,6324763,1729220,0.7852962937716655,0.21470370622833448
